CartCode,Total,Discount,CustomerSalary,CustomerAge,ListOfProduct
C1513,166,0.11,2204,29,frozen vegetables>tomatoes>ground beef>mineral water>milk>eggs>whole weat flour>cereals>antioxydant juice>tomato juice>green tea
C1514,164,0.05,2246,48,shrimp>butter>soda>chocolate>tomato juice
C1515,130,0.07,1633,41,grated cheese>chocolate>escalope
C1516,147,0.06,864,21,french fries>mayonnaise
C1517,80,0.03,2009,50,mineral water
C1518,129,0.03,1956,56,chocolate>eggs>low fat yogurt
C1519,122,0.11,2349,34,salmon>chicken>green tea
C1520,196,0.03,2430,23,frozen vegetables>milk>fromage blanc>eggs>chocolate>french fries>champagne>salad
C1521,55,0.12,1092,24,ground beef>mineral water>pancakes
C1522,190,0.09,1800,32,red wine
C1523,153,0.21,1545,52,frozen vegetables>fresh bread
C1524,111,0.16,2006,30,mineral water
C1525,192,0.05,1568,37,mineral water>avocado>eggs>cake>low fat yogurt
C1526,186,0.04,1696,56,red wine>shrimp>chocolate>salmon>rice>whole weat flour>green tea
C1527,154,0.15,1419,39,turkey>burgers>soup>olive oil>salmon>oatmeal>cottage cheese>light mayo
C1528,112,0.18,509,30,french fries>cookies
C1529,194,0.21,2300,37,olive oil>rice>sparkling water
C1530,214,0.01,1584,22,shrimp>ground beef>spaghetti>bug spray>chocolate>strawberries
C1531,88,0.11,1113,36,tomatoes>green tea
C1532,79,0.22,931,43,ground beef>meatballs>salmon>cake>salt>tomato juice>fresh bread
C1533,234,0.16,1862,54,tomatoes>ground beef>soda>frozen smoothie>mint
C1534,107,0.21,1466,50,pepper>spaghetti>mineral water>chili>escalope>mint
C1535,74,0.16,1218,51,frozen vegetables>parmesan cheese>oil>green beans>tea>frozen smoothie
C1536,187,0.02,2303,28,spaghetti>whole wheat rice>french fries>cookies>green tea
C1537,53,0.02,1016,45,shrimp>eggs>chocolate>mushroom cream sauce>low fat yogurt
C1538,198,0.14,1914,40,cookies>green tea
C1539,71,0.16,1032,21,ground beef>spaghetti>mineral water>soup>chicken>pancakes>champagne>fresh bread
C1540,224,0.05,967,57,frozen vegetables>tomatoes>mineral water>soup>milk>vegetables mix
C1541,235,0.11,1973,29,meatballs
C1542,236,0.08,1269,40,ground beef
C1543,210,0.24,1145,54,grated cheese>mineral water>cooking oil
C1544,54,0.07,724,37,tomatoes>milk>muffins>french fries
C1545,229,0.1,1033,24,cookies>low fat yogurt
C1546,136,0.18,2489,31,frozen vegetables>mineral water>chocolate>whole wheat rice
C1547,176,0.11,1837,28,grated cheese>tomatoes>spaghetti>mineral water>milk>nonfat milk>light cream>chicken>extra dark chocolate>cottage cheese>strawberries
C1548,79,0.23,683,54,tomatoes>fresh bread
C1549,206,0.18,1886,48,eggs
C1550,153,0.25,1283,50,ham>burgers>mineral water>chocolate>butter>salmon>carrots>cereals>salad
C1551,153,0.19,2304,38,french fries
C1552,148,0.17,2359,58,ground beef
C1553,189,0.16,517,22,ground beef>mushroom cream sauce
C1554,209,0.03,2050,29,burgers>chocolate>cake>cookies>green tea
C1555,198,0.2,1808,33,chocolate>champagne
C1556,97,0.16,725,37,chocolate bread>mushroom cream sauce>salt
C1557,137,0.08,1095,44,herb & pepper>shrimp>tomatoes>ground beef>spaghetti>olive oil>cooking oil>green beans>cereals>green tea
C1558,63,0.2,1154,27,fresh tuna>grated cheese>meatballs>whole weat flour>green tea
C1559,132,0.03,518,47,eggs>frozen smoothie
C1560,241,0.15,1429,34,frozen vegetables>eggs
C1561,227,0.14,1605,30,burgers>frozen vegetables>mineral water>soup>meatballs>olive oil>eggs>hand protein bar>mayonnaise
C1562,55,0.17,719,52,frozen vegetables>mineral water>chicken>salmon>eggs>pancakes>light mayo>mint
C1563,98,0.18,1837,21,french fries
C1564,201,0.01,605,36,mineral water>cake>honey
C1565,115,0.06,2217,25,tomatoes
C1566,70,0.09,657,42,mineral water
C1567,108,0.16,1841,58,ground beef>spaghetti>olive oil>cookies>pasta>green tea
C1568,121,0.12,1107,25,eggs>ham
C1569,168,0.09,1977,49,chocolate>olive oil>pancakes>eggs
C1570,127,0.15,1182,47,frozen vegetables>almonds>eggs>fresh bread>mint
C1571,112,0.22,1380,23,burgers>chocolate>herb & pepper>ground beef>spaghetti>soup>milk>chicken>muffins>low fat yogurt
C1572,176,0.03,944,31,french fries
C1573,90,0.02,1983,23,eggs>chocolate>french fries
C1574,82,0.06,853,39,frozen vegetables>tomatoes>ground beef>spaghetti>avocado>olive oil>almonds>cake>green tea
C1575,147,0.06,1324,39,frozen vegetables>ground beef>spaghetti>yams>zucchini
C1576,51,0.23,798,41,butter>cake>green tea>mushroom cream sauce>mint
C1577,133,0.18,1565,37,ground beef>spaghetti>pancakes>chicken>mint green tea>chocolate>french fries>escalope>mushroom cream sauce>brownies>yogurt cake
C1578,221,0.19,993,35,tomatoes>avocado>eggs>cake>energy drink
C1579,248,0.25,1306,27,mineral water>whole wheat rice>low fat yogurt
C1580,209,0.2,2216,39,avocado>soda
C1581,152,0.19,1395,22,spaghetti>vegetables mix>rice>eggplant>green tea
C1582,196,0.17,2440,40,grated cheese>red wine>milk>chicken>cider>salmon>rice>mint green tea>french fries>brownies>energy drink>melons
C1583,60,0.02,1576,30,turkey>pancakes
C1584,170,0.12,1200,38,mineral water>milk>almonds>bacon>eggs>rice>yogurt cake
C1585,187,0.08,1580,58,turkey>grated cheese>shrimp>tomatoes>spaghetti>olive oil>butter>spinach>hot dogs>low fat yogurt
C1586,109,0.22,648,49,olive oil>french fries
C1587,114,0.17,1940,21,soup
C1588,244,0.15,2056,56,spaghetti>mineral water>spinach>eggs>rice>mint green tea>french fries>frozen smoothie>escalope>body spray>melons
C1589,186,0.21,1887,22,fresh tuna>chocolate>french fries
C1590,65,0.2,1819,33,mineral water>soup>eggs>cake>rice>cooking oil
C1591,132,0.07,2170,38,mineral water>chocolate>olive oil>flax seed>black tea>french wine>fromage blanc>salmon>protein bar
C1592,227,0.01,1986,40,french fries
C1593,250,0.02,2386,42,cooking oil
C1594,213,0.18,510,54,tomatoes
C1595,87,0.22,1689,49,spaghetti>yams>green grapes>eggs>french fries
C1596,164,0.13,2313,28,mineral water>cooking oil>mint
C1597,98,0.02,940,36,grated cheese>frozen vegetables>mineral water>eggs>cooking oil
C1598,227,0.24,2141,57,soup>milk>salmon
C1599,139,0.25,1235,23,cookies
C1600,63,0.18,2010,52,fresh bread
C1601,165,0.14,1153,43,strawberries
C1602,247,0.03,1304,54,muffins
C1603,216,0.06,669,29,chocolate
C1604,208,0.01,1465,23,dessert wine>grated cheese>shrimp>frozen vegetables>ground beef>spaghetti>mineral water>soup>avocado>milk>salmon>whole wheat rice>gums>oil>clothes accessories>frozen smoothie
C1605,157,0.19,794,41,shrimp>frozen vegetables>ground beef>tomato sauce>spaghetti>mineral water>milk>chocolate>escalope
C1606,247,0.07,2427,56,chocolate>shrimp>milk>olive oil>cider>cooking oil>hand protein bar
C1607,116,0.23,940,46,shrimp>mineral water>almonds>eggs>cake>blueberries>green tea>chocolate>french fries>escalope>cookies>mashed potato>brownies>pancakes
C1608,103,0.04,823,35,chocolate>shallot>energy drink
C1609,165,0.07,1527,45,tomatoes>whole wheat pasta>ground beef>spaghetti>mineral water>olive oil
C1610,205,0.21,594,20,mineral water>soup>milk>salmon>cooking oil>ketchup>cereals>eggplant>french fries>magazines
C1611,190,0.23,1237,20,red wine>mineral water>soup>avocado
C1612,88,0.12,1406,36,turkey>red wine>ground beef>spaghetti>mineral water>milk>french wine>cereals>cottage cheese>yogurt cake>light mayo>tomato juice
C1613,190,0.23,596,52,fresh tuna>herb & pepper>frozen vegetables>tomatoes>spaghetti>mineral water>avocado>milk>olive oil>black tea>spinach>eggs>french fries>cottage cheese>pancakes
C1614,164,0.1,568,59,shrimp>tomatoes>spaghetti>green beans
C1615,129,0.08,829,53,burgers>spaghetti>avocado>pancakes>cake>fresh bread
C1616,242,0.22,561,38,milk
C1617,133,0.09,2089,26,chocolate
C1618,116,0.17,1046,20,energy bar>eggs>cottage cheese>green tea
C1619,213,0.01,2370,58,pepper>chocolate>french fries>cookies>strawberries>babies food>fresh bread>magazines
C1620,212,0.19,1483,32,escalope
C1621,100,0.04,2176,30,chocolate>cake>gums>champagne>protein bar
C1622,80,0.04,1410,49,ground beef>chocolate>mint
C1623,250,0.04,2416,21,burgers>fresh tuna>ham>grated cheese>frozen vegetables>tomatoes>parmesan cheese>spaghetti>mineral water>chocolate>olive oil>vegetables mix>nonfat milk>muffins>pancakes>cake>french fries>protein bar
C1624,149,0.17,2080,22,fresh tuna>mineral water>cider>eggs>brownies>low fat yogurt
C1625,132,0.12,2406,59,french fries>cookies
C1626,56,0.13,543,39,chocolate>frozen vegetables>mineral water>cake>french fries>cottage cheese>brownies>pancakes
C1627,99,0.06,1934,51,burgers>tomatoes>mineral water>eggs>light cream>oil>french fries
C1628,80,0.24,1378,48,spaghetti>french fries
C1629,146,0.09,1660,36,mineral water>escalope
C1630,207,0.13,622,30,ground beef
C1631,54,0.15,646,43,chocolate>spaghetti>mineral water
C1632,222,0.09,1622,57,frozen vegetables>tomatoes>mineral water>soup>milk>salmon>vegetables mix>honey>mint green tea>champagne>escalope>tomato juice
C1633,53,0.01,549,49,grated cheese>ground beef>whole wheat rice>french fries>escalope
C1634,90,0.23,1348,50,frozen vegetables>tomatoes>ground beef>mineral water>milk>energy bar>pancakes>honey>whole weat flour>french fries
C1635,230,0.19,2364,59,chocolate>fresh bread
C1636,200,0.24,1499,49,spaghetti>soup>cake>pet food>hot dogs>body spray>strawberries>fresh bread
C1637,204,0.07,830,36,olive oil>salad
C1638,228,0.23,1338,47,mineral water>olive oil
C1639,120,0.13,1840,55,ground beef>spaghetti>mineral water>chocolate>escalope
C1640,150,0.21,2166,29,burgers>whole wheat pasta>mineral water>milk>pancakes
C1641,117,0.14,1164,31,salmon
C1642,121,0.25,1641,22,herb & pepper>mineral water>chocolate>eggs>cereals>escalope
C1643,200,0.13,877,21,ground beef>mineral water>milk
C1644,194,0.07,2146,54,eggs>whole wheat rice>chocolate
C1645,222,0.16,503,24,cookies>yogurt cake
C1646,77,0.04,1697,22,whole weat flour>green tea>pancakes>melons
C1647,228,0.01,1958,50,herb & pepper>mint
C1648,244,0.2,1903,37,salmon>vegetables mix
C1649,153,0.15,1317,59,chocolate>yogurt cake
C1650,156,0.07,1158,52,pancakes
C1651,132,0.04,1765,30,muffins>chicken>fresh bread>white wine
C1652,154,0.14,1923,44,muffins>blueberries>pet food>green tea>toothpaste
C1653,92,0.02,1196,21,chocolate>olive oil>whole wheat rice>cake>green beans>frozen smoothie>cottage cheese
C1654,77,0.06,1588,53,burgers
C1655,234,0.1,1157,32,fresh tuna>frozen vegetables>strong cheese>cottage cheese>tomato juice>low fat yogurt
C1656,118,0.1,1295,60,shrimp>tomatoes>spaghetti>mineral water>chocolate>chicken>pancakes>burger sauce>frozen smoothie>hand protein bar>fresh bread
C1657,156,0.2,2291,44,mushroom cream sauce
C1658,52,0.1,1472,38,chocolate>cooking oil
C1659,116,0.22,514,41,mineral water>chocolate>frozen smoothie
C1660,118,0.17,1234,57,french wine>low fat yogurt
C1661,156,0.08,920,26,tomato juice
C1662,106,0.15,1153,49,chili>french fries>green tea
C1663,175,0.23,1348,24,cake>french fries
C1664,59,0.16,1509,32,pepper>eggs
C1665,123,0.12,590,47,muffins>french fries>frozen smoothie
C1666,90,0.19,2408,59,tomato sauce
C1667,93,0.1,2171,40,shrimp>tomatoes>soup>clothes accessories>green tea
C1668,135,0.12,727,27,honey>french fries>escalope
C1669,124,0.18,620,52,tomatoes>ground beef>chicken>green tea>escalope
C1670,174,0.14,1665,59,champagne>body spray
C1671,80,0.17,2407,34,muffins>french fries>escalope>hot dogs
C1672,96,0.2,1210,22,mint
C1673,87,0.1,1560,34,herb & pepper>frozen vegetables>salmon>carrots>chocolate>french fries
C1674,168,0.21,950,36,cookies
C1675,183,0,1782,53,cereals>pancakes>yogurt cake
C1676,128,0.07,1933,27,olive oil
C1677,232,0.13,1274,40,green tea
C1678,161,0.21,983,57,whole wheat pasta>spaghetti>milk
C1679,226,0.15,736,28,mineral water>mint
C1680,55,0.06,1846,52,ground beef>pancakes
C1681,187,0.16,1340,59,grated cheese>tomatoes>spaghetti>mineral water>milk>ketchup>carrots>french fries>protein bar
C1682,246,0.03,1446,45,burgers>grated cheese>shrimp>whole wheat pasta>olive oil>french fries>frozen smoothie>protein bar
C1683,231,0.1,2355,58,chocolate>honey
C1684,123,0.18,1910,52,muffins>chocolate
C1685,72,0.08,1235,40,whole wheat pasta>ground beef>mineral water>avocado>milk>olive oil>chicken>gums>frozen smoothie
C1686,59,0.11,2093,25,escalope>green tea
C1687,136,0.04,774,39,grated cheese>whole wheat pasta>mineral water>avocado>olive oil>frozen smoothie>light mayo
C1688,199,0.1,1970,58,muffins>french fries>yogurt cake
C1689,239,0.19,875,22,soup>milk>brownies
C1690,240,0.18,596,27,burgers>avocado>french fries
C1691,211,0.16,2361,32,eggs>burger sauce>escalope
C1692,178,0.11,1858,57,spaghetti>pancakes>french fries
C1693,76,0.16,1869,24,spaghetti>cake
C1694,127,0.24,558,33,ground beef>green beans>french fries>green tea
C1695,200,0.02,913,37,spaghetti>mineral water>chocolate>milk>chicken>burger sauce>antioxydant juice>frozen smoothie>magazines
C1696,76,0.21,694,24,cake>hot dogs
C1697,92,0.21,2188,41,spaghetti>whole wheat rice>french fries
C1698,53,0.18,2371,50,spaghetti>salmon>cake>energy drink
C1699,148,0.01,2080,23,shrimp>frozen vegetables>mineral water>pancakes>cake>chocolate>hot dogs
C1700,190,0.18,1658,25,honey
C1701,158,0.11,1687,41,shrimp>whole wheat pasta>pepper>spaghetti>flax seed>black tea>oil>carrots>green tea>chocolate>french fries>escalope>salt>babies food>magazines
C1702,165,0.03,1815,31,mineral water
C1703,112,0.04,755,50,pancakes>mint
C1704,224,0.1,1656,29,shrimp>spaghetti>vegetables mix>rice>cookies>hot dogs
C1705,179,0.09,1316,42,spaghetti>milk>frozen smoothie>green tea
C1706,98,0.12,1885,52,ground beef>vegetables mix>honey>tomato juice
C1707,235,0.01,2192,36,burgers>chocolate>tomatoes>whole wheat pasta>spaghetti>avocado>milk>salmon>vegetables mix>whole wheat rice>gums>ketchup>corn>french fries>cookies>sparkling water
C1708,61,0.02,2448,23,tomatoes>burger sauce>chocolate>green tea
C1709,73,0.01,1142,58,frozen vegetables>whole wheat pasta>milk>pancakes>whole wheat rice>french fries>light mayo
C1710,74,0.02,2073,51,grated cheese>spaghetti>olive oil
C1711,84,0.05,1294,48,mineral water>milk>chicken>oil>carrots>cereals>champagne>cottage cheese>pancakes>energy drink>white wine
C1712,217,0.21,1142,23,barbecue sauce>french fries>frozen smoothie
C1713,239,0.12,1877,35,shrimp>honey>ketchup>frozen smoothie>escalope>hot dogs>sparkling water>green tea
C1714,183,0.22,1778,25,mineral water>cooking oil>chocolate
C1715,245,0.17,850,31,ground beef>soup>avocado>olive oil>cake>chocolate bread>green tea>french fries>frozen smoothie>low fat yogurt
C1716,135,0.09,1920,48,shrimp>frozen vegetables>spaghetti
C1717,132,0.19,904,22,butter
C1718,67,0.14,1283,31,french fries
C1719,236,0.14,940,24,frozen vegetables>escalope
C1720,200,0.22,1872,46,green tea
C1721,138,0.02,541,39,escalope
C1722,203,0.15,2008,46,herb & pepper>parmesan cheese>frozen smoothie
C1723,161,0.05,1544,32,tomatoes>chicken
C1724,169,0.09,797,47,ground beef>pepper>spaghetti>milk>vegetables mix>burger sauce>green beans>french fries>hot dogs>fresh bread
C1725,206,0.04,784,44,chocolate>herb & pepper>shrimp>mineral water>chicken>pancakes>eggs>cookies>fresh bread>green tea
C1726,189,0.12,1366,34,chocolate
C1727,224,0.16,2439,21,light cream
C1728,245,0.23,2375,39,tomatoes>pancakes
C1729,194,0.03,743,59,mineral water>cake>frozen smoothie>cookies>yogurt cake
C1730,242,0.2,2080,60,turkey>mineral water>chocolate>yogurt cake>light mayo
C1731,53,0.15,1342,34,cookies
C1732,100,0.06,1998,39,mineral water>chicken>oil>chocolate>frozen smoothie>mint
C1733,169,0.16,1859,25,cookies
C1734,139,0.07,717,22,meatballs>yogurt cake
C1735,156,0.09,649,41,cooking oil
C1736,152,0.04,1548,32,mineral water
C1737,88,0,1206,27,cookies>pasta
C1738,182,0.14,1130,47,hot dogs
C1739,102,0.13,2374,26,ground beef>pepper>olive oil>butter>green grapes>cooking oil
C1740,198,0.21,2466,42,burgers>shrimp>spaghetti>avocado>milk>olive oil>french wine>chutney>honey>gums>cereals>chocolate>melons>hand protein bar>zucchini
C1741,202,0.21,1739,45,whole wheat rice
C1742,136,0.11,1528,40,spaghetti>avocado>brownies
C1743,116,0.03,847,21,fresh tuna>spaghetti>mineral water>salmon
C1744,190,0.23,2347,24,pancakes>cereals>chocolate
C1745,183,0.22,1118,36,burgers>tomatoes>pepper>corn>cereals>escalope>low fat yogurt
C1746,223,0.16,2144,22,ground beef>milk>frozen smoothie
C1747,99,0.18,1714,20,spaghetti>milk
C1748,136,0.25,2232,23,shrimp>mineral water>energy drink>salt>magazines
C1749,100,0.2,2046,20,grated cheese>spinach>french fries
C1750,120,0.22,2465,32,spaghetti>mineral water>milk>corn
C1751,138,0.08,917,46,chocolate>grated cheese>herb & pepper>whole wheat pasta>almonds>oatmeal>green tea
C1752,236,0.11,1960,45,tomatoes>cooking oil
C1753,87,0.04,933,50,whole wheat pasta>strawberries>melons>low fat yogurt
C1754,119,0.2,1346,32,mineral water>energy drink
C1755,157,0.04,687,27,chocolate>cookies>green tea
C1756,166,0.18,2411,50,grated cheese>pepper>cake>bramble>chocolate
C1757,126,0.24,2245,50,mineral water>french fries
C1758,168,0.19,1329,27,grated cheese>frozen vegetables>whole wheat pasta>mineral water>milk>honey>oil
C1759,243,0.08,1500,25,cereals>pancakes
C1760,247,0.2,2163,40,pickles>shrimp>milk>cake>french fries>brownies>green tea
C1761,61,0.03,2049,31,whole wheat rice>cooking oil>cottage cheese>zucchini
C1762,84,0.24,1897,41,whole wheat pasta>avocado>olive oil>chocolate>french fries>frozen smoothie>champagne
C1763,137,0.01,845,39,fresh tuna>mineral water>pancakes>cake>oil>extra dark chocolate>strawberries>gluten free bar
C1764,219,0.22,717,32,cake>cookies>green tea
C1765,101,0,1065,30,burgers>cake
C1766,72,0.16,1808,27,mineral water>milk>cider>gums>extra dark chocolate>french fries>body spray>pancakes>energy drink
C1767,71,0.07,1411,32,escalope
C1768,78,0.01,1335,57,mineral water>whole wheat rice
C1769,163,0.11,1509,58,burgers>ground beef>honey>blueberries>gums>french fries>fresh bread
C1770,114,0.23,1653,25,french fries>pancakes>gluten free bar
C1771,185,0.07,1457,48,fresh tuna>mineral water>avocado>fromage blanc>chocolate>french fries>frozen smoothie>pancakes
C1772,202,0.13,1647,60,escalope>cookies
C1773,113,0.24,965,41,burgers>chocolate>spaghetti>mineral water>milk>chicken>whole wheat rice>french fries
C1774,97,0.12,2394,25,burgers>ground beef>spaghetti>avocado>milk>olive oil>almonds>pancakes>honey>cake>chocolate>frozen smoothie>sparkling water
C1775,183,0.06,1836,27,burgers>eggs>champagne
C1776,194,0.08,1591,59,grated cheese
C1777,230,0.07,1105,39,ground beef>milk>energy bar>pancakes>honey>cereals
C1778,169,0.18,1546,49,shrimp>mineral water>extra dark chocolate>green tea
C1779,173,0.02,2165,22,spaghetti
C1780,128,0.21,2034,35,mineral water>french fries
C1781,135,0.11,913,42,milk>muffins>honey>whole weat flour>green tea
C1782,216,0.24,2222,51,butter>bacon>eggs>carrots>french fries>tomato juice>green tea
C1783,249,0.11,1964,59,shrimp>frozen vegetables>tomatoes>spaghetti>eggs>champagne>frozen smoothie
C1784,109,0.18,599,59,shrimp>tomatoes>mineral water>chocolate
C1785,200,0.18,530,29,mineral water>meatballs>olive oil>muffins>whole wheat rice>yogurt cake>light mayo>salt
C1786,161,0.18,2468,28,cookies
C1787,71,0.14,1328,41,eggs>chicken>whole weat flour>strawberries>low fat yogurt
C1788,175,0.24,870,47,burgers>eggs>french fries
C1789,191,0.1,780,25,nonfat milk>escalope
C1790,150,0.23,627,56,spaghetti>mineral water>extra dark chocolate>green tea>zucchini
C1791,71,0.16,1654,43,eggs>french fries
C1792,148,0.04,1350,46,frozen vegetables>spaghetti>mineral water>salmon>cake>body spray
C1793,173,0.07,675,31,meatballs>french wine
C1794,197,0.21,531,50,cake>french fries
C1795,65,0,2351,24,cider>frozen smoothie
C1796,112,0.16,903,25,eggs>whole weat flour>eggplant>strawberries>low fat yogurt
C1797,83,0.18,1656,34,turkey>pepper>light mayo>protein bar
C1798,116,0.2,1183,43,turkey>tomatoes>low fat yogurt
C1799,65,0.14,523,51,flax seed>cake>green tea>french fries>mushroom cream sauce>hot dogs>cottage cheese>brownies
C1800,178,0.11,2171,47,eggs>cookies
C1801,149,0.02,1644,20,turkey>mineral water>whole wheat rice>body spray>energy drink>green tea
C1802,169,0.22,1671,43,eggs>escalope
C1803,72,0.21,1928,45,eggs>honey>salt>green tea
C1804,159,0.16,1750,54,spaghetti>mineral water>french fries>pancakes
C1805,219,0.07,609,20,green tea
C1806,88,0.01,1595,33,tomatoes>spaghetti>mineral water>milk>energy bar>spinach>eggs>frozen smoothie
