CartCode,Total,Discount,CustomerSalary,CustomerAge,Sex,MaritalStatus,IntervalTime,UseCreditCard,ListOfProduct
C2072,98,0.21,1040,25,F,3,I1,NO,burgers
C2073,239,0.24,2331,53,F,1,I2,NO,cake>frozen smoothie
C2074,214,0.2,591,55,F,1,I2,YES,eggs>french fries
C2075,157,0.01,1472,36,M,2,I3,NO,grated cheese>herb & pepper>mineral water>flax seed>pancakes>frozen smoothie>sandwich>hot dogs>brownies
C2076,142,0.23,749,53,F,0,I2,YES,spaghetti>butter>eggs>cake>chocolate>french fries
C2077,81,0.11,2317,44,M,2,I2,YES,pancakes>french fries
C2078,97,0,2424,21,F,3,I4,YES,fresh tuna>herb & pepper>shrimp>frozen vegetables>chicken>chocolate>low fat yogurt
C2079,89,0.16,1364,43,M,2,I4,YES,french fries>cookies
C2080,217,0.22,593,37,M,4,I4,NO,yogurt cake
C2081,141,0.24,1908,40,M,2,I2,YES,grated cheese
C2082,155,0.18,812,26,F,2,I4,YES,spaghetti
C2083,189,0.03,1334,54,M,4,I4,NO,pepper>mineral water>chocolate>nonfat milk
C2084,233,0.24,1766,50,F,3,I3,NO,frozen vegetables>eggs>chocolate
C2085,64,0.01,1921,47,M,0,I3,YES,tomatoes>mineral water>soup>olive oil>bug spray
C2086,95,0.01,934,25,M,0,I2,NO,burgers>red wine>frozen vegetables>chicken>frozen smoothie
C2087,84,0.03,2289,20,M,3,I3,YES,eggs
C2088,58,0.13,1311,58,M,0,I1,NO,red wine>ground beef>spaghetti>blueberries
C2089,54,0.01,1491,49,M,2,I4,NO,shrimp>frozen vegetables>tomatoes>cake>green tea>pancakes
C2090,142,0.14,2353,26,F,0,I2,YES,mineral water>milk>spinach>whole wheat rice>fresh bread
C2091,80,0.01,2316,58,F,0,I1,YES,ground beef>spaghetti
C2092,94,0.11,1240,27,F,2,I1,NO,strawberries
C2093,110,0.19,1806,58,F,4,I4,NO,barbecue sauce
C2094,115,0.17,1953,42,M,3,I4,YES,burgers>grated cheese>french fries
C2095,146,0.1,2291,28,M,4,I4,YES,vegetables mix>nonfat milk>pancakes
C2096,191,0.02,2336,39,F,4,I1,YES,burgers>shrimp>spaghetti>milk>french wine>cake>green beans>french fries
C2097,238,0.23,1928,51,F,3,I1,NO,cider>eggs
C2098,90,0.19,2201,27,F,2,I1,YES,burgers>eggs>french fries
C2099,176,0.12,1146,22,F,2,I4,YES,tomato sauce>mineral water
C2100,111,0.24,867,20,F,4,I2,NO,frozen vegetables>spaghetti
C2101,171,0.08,1019,34,M,2,I4,YES,turkey>ham>red wine>shrimp>mineral water>chicken>pancakes>cake>white wine
C2102,190,0.09,702,57,M,0,I3,YES,pancakes>cooking oil>chocolate
C2103,133,0.19,2149,60,F,2,I2,NO,burgers>spaghetti
C2104,160,0,1465,58,M,2,I2,NO,shrimp>frozen vegetables>spaghetti>mineral water>milk>strong cheese
C2105,186,0.03,1386,43,F,3,I4,NO,tomatoes>ground beef>meatballs>salmon>eggs>champagne>frozen smoothie>low fat yogurt>mint
C2106,199,0.25,1092,21,F,4,I3,YES,pepper>milk>light cream>chicken>chocolate>frozen smoothie>mushroom cream sauce
C2107,84,0.2,539,35,M,0,I3,NO,turkey>pancakes>eggs
C2108,182,0.02,1044,44,M,0,I1,NO,green tea
C2109,203,0.17,783,35,F,1,I1,NO,escalope
C2110,146,0.02,1188,56,F,2,I1,YES,turkey>ground beef>pepper>flax seed>bacon>salmon>pet food
C2111,55,0.24,1670,26,M,1,I3,NO,mineral water>cider
C2112,211,0.11,2293,58,M,2,I2,YES,french fries>tomato juice>fresh bread
C2113,124,0.04,1535,53,F,3,I1,YES,herb & pepper>tomato sauce>spaghetti>mineral water>avocado>milk>olive oil>bacon>pancakes>whole wheat rice>whole weat flour>cereals>french fries>frozen smoothie
C2114,64,0.08,2152,48,M,4,I4,NO,chocolate>pancakes
C2115,116,0.19,1474,38,M,2,I3,NO,burgers
C2116,95,0.02,1148,36,F,0,I1,YES,muffins
C2117,67,0.09,2290,38,M,0,I2,YES,frozen vegetables>cereals>chocolate>french fries>escalope>champagne>tomato juice
C2118,122,0.07,2204,44,F,2,I1,YES,mineral water>salmon
C2119,87,0.16,1153,60,F,1,I2,NO,milk>cake>cookies>mushroom cream sauce
C2120,85,0.15,1795,27,M,2,I1,YES,tomato sauce>champagne>green tea
C2121,238,0.02,1572,55,M,3,I1,NO,mineral water>tea>escalope>fresh bread>magazines
C2122,248,0.09,1307,56,M,3,I1,NO,ham>soup>honey
C2123,127,0.15,2056,40,F,1,I1,NO,turkey>tomatoes>spaghetti>mineral water>chocolate>milk>frozen smoothie>green tea
C2124,68,0.16,2437,46,F,3,I1,NO,shrimp>mineral water>milk>hand protein bar>tomato juice
C2125,149,0.14,2141,25,F,0,I3,NO,cookies>light mayo
C2126,250,0.03,941,39,M,0,I2,NO,chocolate>french fries>cookies>shallot>low fat yogurt
C2127,57,0.21,1695,41,F,1,I3,NO,milk>brownies
C2128,196,0.15,2225,37,F,0,I3,NO,herb & pepper>milk>cider>cooking oil>hot dogs
C2129,216,0.12,1907,23,F,1,I1,NO,olive oil>light mayo
C2130,131,0.24,1421,55,M,0,I2,NO,tomatoes>ground beef>mineral water>olive oil>fromage blanc>honey>light cream>frozen smoothie>fresh bread
C2131,188,0.03,1876,24,M,1,I4,NO,turkey>mineral water>eggs>cake>french fries>yogurt cake
C2132,135,0.12,1953,45,M,1,I4,YES,french fries
C2133,222,0.15,1494,46,F,1,I3,YES,tomatoes>milk>chocolate>cookies>strawberries>fresh bread
C2134,60,0.17,924,39,M,0,I4,YES,shrimp>frozen vegetables>olive oil>eggs>light mayo>low fat yogurt
C2135,138,0.19,868,43,M,2,I2,YES,mineral water
C2136,87,0.22,873,51,F,4,I2,NO,burgers>olive oil>honey>extra dark chocolate
C2137,88,0.18,1662,20,M,4,I3,YES,french fries
C2138,89,0.1,1964,26,F,0,I3,NO,ground beef>pasta>green tea
C2139,148,0.06,717,60,F,0,I4,YES,spaghetti>chicken>honey>oatmeal>green tea>chocolate>french fries>frozen smoothie>cookies>mushroom cream sauce>magazines
C2140,63,0.01,1031,27,M,2,I1,YES,chocolate>oil>magazines
C2141,194,0.17,1288,37,F,3,I4,YES,burgers>tomatoes>french wine>eggs>french fries
C2142,191,0.19,729,23,M,4,I1,YES,chocolate
C2143,54,0.06,1946,58,M,3,I4,YES,mineral water>whole wheat rice>pancakes>mayonnaise>low fat yogurt
C2144,53,0.05,2388,58,F,0,I4,NO,spaghetti>mineral water>olive oil>strong cheese>honey>cereals>chocolate
C2145,206,0.19,2417,22,F,2,I1,NO,mineral water>milk>cake>french fries>champagne>green tea
C2146,248,0.04,1977,25,M,2,I2,YES,honey
C2147,165,0.22,1611,41,F,4,I2,YES,grated cheese
C2148,203,0.06,2319,20,F,0,I2,YES,olive oil>almonds>green grapes>tomato juice>fresh bread
C2149,93,0.12,936,41,M,4,I4,YES,milk>nonfat milk>muffins
C2150,204,0.21,2484,27,F,1,I2,NO,meatballs>tea>frozen smoothie>escalope>mushroom cream sauce>green tea
C2151,109,0.24,1789,56,M,0,I3,NO,milk>olive oil>french wine>ketchup
C2152,95,0.17,758,20,M,4,I4,YES,spaghetti>mineral water>green tea
C2153,134,0.04,1646,60,M,0,I1,YES,cake
C2154,248,0.05,1317,52,F,3,I2,NO,milk>eggs>champagne
C2155,196,0.02,1517,39,M,0,I2,NO,shrimp>mineral water>chocolate>milk>soda>oatmeal>white wine
C2156,186,0.1,950,38,F,3,I2,YES,flax seed>green tea
C2157,140,0.03,1023,36,F,2,I2,YES,ground beef>cake
C2158,103,0.06,905,41,M,1,I1,NO,spaghetti>oil
C2159,101,0.09,1722,53,M,3,I3,NO,shrimp>eggs
C2160,179,0.16,1811,30,M,3,I3,YES,turkey>candy bars
C2161,82,0.15,1964,21,F,3,I1,NO,burgers
C2162,71,0.01,1013,52,M,3,I2,YES,spaghetti
C2163,203,0.22,772,22,M,0,I1,YES,tomato sauce
C2164,159,0.07,1575,31,F,2,I4,NO,fresh tuna>tomatoes>spaghetti>chicken>cake>escalope
C2165,228,0.18,1450,43,F,2,I1,YES,ground beef>milk>energy bar>light cream
C2166,205,0.16,610,51,F,4,I1,YES,french fries
C2167,152,0.23,1372,28,F,1,I1,NO,burgers>herb & pepper>red wine>milk>black tea>chicken>pancakes>eggs>cake>mint green tea
C2168,158,0.04,530,56,F,1,I3,NO,turkey>tomatoes>salmon>frozen smoothie
C2169,150,0.22,714,29,M,2,I1,YES,chocolate
C2170,78,0.03,1600,51,F,3,I4,YES,ham>shrimp>mineral water>cider
C2171,152,0.22,2175,25,M,2,I4,NO,chicken>cookies
C2172,205,0.02,1784,28,M,1,I3,NO,chocolate>shrimp>frozen vegetables>ground beef>spaghetti>mineral water
C2173,170,0.16,603,31,M,1,I1,YES,butter>pancakes>chicken>frozen smoothie>low fat yogurt
C2174,62,0.01,2429,20,F,4,I4,YES,herb & pepper>milk>eggs>cereals>fresh bread>white wine>low fat yogurt
C2175,181,0.22,1806,32,M,1,I4,YES,fresh tuna>pancakes>whole wheat rice>chocolate>gluten free bar>melons>fresh bread>low fat yogurt
C2176,79,0.25,1827,60,F,2,I2,YES,eggs>soda>gluten free bar>white wine
C2177,182,0.01,2137,47,M,1,I3,NO,shrimp>milk>cake>bug spray>cooking oil>cereals>energy drink>salt
C2178,62,0.13,1450,42,F,0,I2,YES,shrimp>frozen vegetables>mineral water>milk>eggs>cake>gums>escalope>fresh bread
C2179,242,0.22,1303,57,M,3,I1,YES,cereals>green tea
C2180,240,0.23,1687,49,M,4,I2,NO,french wine>honey>light mayo
C2181,127,0.14,723,29,M,0,I1,YES,turkey>spaghetti>mineral water>milk>chicken>eggs>cake>green tea
C2182,230,0.24,2226,26,M,4,I4,NO,escalope
C2183,200,0.22,882,28,F,1,I4,NO,milk>cider>eggs>french fries>cookies>green tea
C2184,63,0.19,2379,30,M,3,I1,YES,turkey>burgers>chocolate>spaghetti>vegetables mix>bug spray>chicken>chili>green tea>strawberries>babies food>tomato juice>fresh bread
C2185,175,0.08,2057,58,M,3,I4,NO,eggs>french fries>low fat yogurt>honey
C2186,197,0.2,856,35,F,4,I3,NO,mineral water>energy bar>chocolate>french fries>body spray>low fat yogurt
C2187,178,0.19,988,53,M,2,I4,YES,ham>herb & pepper>pepper>champagne>white wine
C2188,166,0.13,1790,20,F,1,I2,YES,soup>fresh bread
C2189,173,0.15,865,27,F,4,I3,NO,energy bar>honey>cake>low fat yogurt>green tea
C2190,242,0.01,841,45,F,4,I4,YES,turkey>mineral water>butter>french wine>bacon>eggs>whole wheat rice>cooking oil>low fat yogurt
C2191,56,0.05,1499,43,F,4,I3,YES,burgers>grated cheese>herb & pepper>ground beef>chocolate>milk>cider>eggs>whole wheat rice>cake>oil>eggplant
C2192,53,0.05,2209,41,M,2,I2,NO,burgers>tomatoes>mineral water>eggs>french fries>strawberries>green tea
C2193,151,0.23,836,38,M,2,I3,YES,ham>spaghetti
C2194,123,0.06,1854,57,F,2,I3,YES,burgers>frozen vegetables>tomatoes>eggs>cake>cooking oil
C2195,105,0.17,721,20,M,0,I1,YES,mineral water>eggs>cake
C2196,89,0.2,701,36,M,2,I3,NO,cookies
C2197,50,0.16,1936,51,F,2,I1,YES,turkey>shrimp>frozen vegetables>tomatoes>spaghetti>mineral water>soup>milk>olive oil>pancakes>chicken>chocolate>hot dogs>light mayo>tomato juice
C2198,144,0.25,1237,48,F,0,I2,YES,cottage cheese
C2199,188,0.16,2430,58,M,0,I3,NO,grated cheese>chocolate>french wine>chicken
C2200,87,0.17,1929,23,F,1,I1,YES,escalope
C2201,142,0.23,2138,30,F,2,I3,YES,grated cheese>frozen vegetables>ground beef>pepper>spaghetti>green tea
C2202,189,0.25,849,35,F,2,I1,YES,chocolate>champagne>low fat yogurt
C2203,55,0.12,1333,38,F,2,I2,YES,mineral water>pancakes>whole wheat rice>candy bars
C2204,234,0.18,2437,22,F,1,I3,YES,soup>avocado>french fries>frozen smoothie>light mayo>tomato juice>green tea
C2205,135,0.07,654,22,M,3,I4,YES,frozen vegetables>tomatoes>butter>eggs>cake>bug spray
C2206,126,0.13,518,32,F,3,I2,YES,tomatoes>spaghetti>mineral water>milk>whole wheat rice>cake
C2207,177,0.11,1612,51,F,1,I2,YES,mineral water>low fat yogurt
C2208,142,0.03,2175,43,M,2,I3,NO,shrimp>spaghetti>milk>cider>eggs>french fries>pancakes>low fat yogurt
C2209,119,0.06,1576,51,F,3,I4,YES,cookies
C2210,236,0,1672,38,M,3,I3,NO,tomatoes>ground beef>flax seed>eggs>carrots>green tea>cookies>shallot
C2211,58,0.18,698,21,M,3,I4,NO,candy bars
C2212,95,0.15,527,58,M,2,I2,NO,ground beef>spaghetti>salmon
C2213,196,0.21,1290,48,M,3,I4,NO,turkey>frozen vegetables>ground beef>mineral water>chocolate>soup>milk
C2214,231,0.23,1460,30,M,4,I2,NO,milk>champagne>mushroom cream sauce
C2215,119,0.13,887,37,F,1,I2,NO,butter>muffins>pancakes>oil>french fries>magazines
C2216,60,0.11,1883,39,F,3,I3,YES,mineral water>olive oil
C2217,220,0.11,2167,33,M,3,I1,YES,ham>ground beef>mineral water>low fat yogurt
C2218,140,0.18,2482,35,F,3,I4,NO,grated cheese
C2219,151,0.14,2268,51,M,4,I4,YES,green tea
C2220,144,0.02,2317,23,F,0,I2,NO,black tea>french wine>chocolate>french fries>shallot>brownies>pancakes>toothpaste
C2221,134,0.02,2080,41,M,0,I3,YES,burgers>spaghetti>milk>bacon>eggs>chocolate>french fries>cookies>green tea
C2222,124,0.11,2024,26,F,0,I1,YES,pickles>champagne
C2223,159,0.25,821,46,M,2,I2,YES,mineral water>vegetables mix>eggs>cooking oil
C2224,161,0.23,1338,54,M,2,I3,NO,soup>milk
C2225,153,0.17,1965,60,F,1,I3,YES,green tea>frozen smoothie
C2226,105,0.1,1453,32,M,1,I1,NO,frozen vegetables>tomato sauce>mineral water>milk>olive oil>french fries
C2227,214,0.19,2196,43,M,1,I3,YES,french fries
C2228,124,0.05,2039,40,M,4,I2,YES,mineral water>soup>whole wheat rice
C2229,246,0.05,2242,26,M,2,I3,YES,escalope
C2230,91,0.16,1283,57,M,4,I2,YES,oil
C2231,235,0.2,715,47,F,0,I2,YES,red wine>frozen vegetables
C2232,203,0.04,557,44,M,2,I1,NO,milk>eggs>ham>french fries
C2233,96,0.09,981,59,M,3,I2,YES,grated cheese>shrimp
C2234,139,0.19,1167,53,F,0,I3,YES,burgers>french fries>shallot>green tea
C2235,54,0.08,1457,30,M,2,I3,NO,cookies
C2236,134,0.19,2020,59,F,4,I2,YES,herb & pepper>shrimp>mineral water
C2237,185,0.08,2277,25,F,3,I1,YES,milk>butter>eggs>toothpaste
C2238,163,0.11,961,33,M,3,I3,NO,cottage cheese
C2239,145,0.21,517,21,F,1,I2,YES,spaghetti>chocolate>milk>eggs>cake>cooking oil
C2240,57,0.07,1227,33,M,1,I2,NO,cake
C2241,221,0,1155,40,M,2,I1,NO,burgers>shrimp>mineral water>milk>energy bar>rice>brownies>yogurt cake
C2242,210,0.09,2331,47,F,4,I4,YES,cookies>honey
C2243,127,0.04,1154,36,M,0,I2,NO,burgers>shrimp>spaghetti>french wine>chicken>green grapes>green tea>magazines>low fat yogurt
C2244,218,0.02,1640,36,F,3,I1,NO,cookies
C2245,107,0.12,1425,44,F,2,I1,YES,pickles>french fries>yogurt cake
C2246,78,0.23,850,43,M,4,I1,NO,spaghetti>mineral water>milk>strong cheese>chocolate>champagne>frozen smoothie
C2247,154,0.11,2004,44,M,2,I3,YES,grated cheese>spaghetti>eggs
C2248,88,0.21,1376,50,F,1,I1,YES,herb & pepper>ground beef>spaghetti>mineral water>pancakes>tomato juice
C2249,154,0.2,619,28,M,4,I1,YES,energy drink
C2250,65,0.11,1655,48,M,4,I1,YES,cookies
C2251,58,0.12,2286,27,M,1,I1,NO,escalope
C2252,55,0.13,830,57,M,3,I4,YES,fresh tuna>shrimp>ground beef>olive oil>cookies>fresh bread
C2253,242,0.08,1558,20,M,4,I2,NO,frozen vegetables>mineral water
C2254,84,0.22,1488,48,M,1,I4,YES,chocolate>chicken>candy bars
C2255,52,0.07,1278,51,M,1,I2,NO,grated cheese>red wine>tomatoes>tomato sauce>spaghetti>mineral water>chocolate>almonds>fromage blanc>eggs>cake>blueberries>cooking oil
C2256,219,0.19,780,59,F,0,I3,YES,milk
C2257,81,0.19,1030,21,M,1,I2,YES,burgers>fresh tuna>tomatoes>mineral water>meatballs>milk>french wine>cider>eggs>cake>cooking oil>hot dogs>green tea
C2258,157,0.16,1406,57,M,0,I3,NO,french wine>honey>whole wheat rice
C2259,172,0.1,885,33,F,4,I2,NO,cottage cheese
C2260,166,0.18,1242,40,M,4,I2,NO,chocolate
C2261,124,0.09,1629,60,M,1,I1,NO,turkey>herb & pepper>shrimp>mineral water>eggs>gums>green tea>escalope
C2262,133,0.21,2245,27,F,0,I1,YES,cake>barbecue sauce>escalope
C2263,57,0.12,747,32,M,0,I3,NO,green tea
C2264,246,0.06,1193,37,F,3,I3,NO,frozen vegetables>eggs>cake
C2265,66,0.08,2170,48,M,0,I2,NO,vegetables mix>eggs>escalope
C2266,161,0.2,1883,44,F,2,I1,YES,mineral water
C2267,167,0.04,1960,36,M,4,I2,YES,grated cheese>chicken>low fat yogurt
C2268,57,0.11,539,38,M,2,I3,YES,red wine>tomatoes>mineral water>french wine>pancakes
C2269,135,0.09,1792,30,F,3,I2,NO,spaghetti>cake>light mayo>fresh bread
C2270,160,0.1,1172,47,F,1,I4,NO,pancakes>eggs
C2271,143,0.23,2304,53,M,0,I1,YES,red wine>french wine>salmon>french fries
C2272,167,0.25,1714,51,F,0,I3,YES,whole wheat pasta>ground beef>mineral water>soup>nonfat milk>pancakes>eggs
C2273,93,0.21,2255,49,F,2,I1,NO,cake>french fries
C2274,102,0.21,1477,35,F,4,I4,NO,burgers>milk>eggs>french fries
C2275,201,0.17,1807,37,F,3,I2,YES,salmon
C2276,244,0.03,2339,40,M,3,I2,YES,avocado>eggs>chicken>chocolate
C2277,165,0.05,936,23,M,1,I4,NO,tomatoes>mineral water>pancakes
C2278,195,0.02,2024,38,F,2,I3,YES,dessert wine>herb & pepper>pepper>yogurt cake>fresh bread>green tea
C2279,213,0.11,2146,60,F,3,I1,YES,ground beef>mineral water>eggs>yogurt cake
C2280,125,0.05,1284,57,F,0,I2,YES,ground beef>milk>cake
C2281,226,0.15,2302,29,F,1,I1,YES,spaghetti>eggs>french fries
C2282,186,0.02,516,41,F,3,I4,NO,chocolate>tomatoes>mineral water>cake>green tea
C2283,116,0.1,1448,40,M,2,I1,NO,eggs
C2284,204,0.2,1124,20,F,3,I3,YES,meatballs>eggplant
C2285,52,0.16,2282,31,M,0,I1,YES,meatballs>black tea>eggs
C2286,182,0.06,2466,56,F,3,I1,YES,pepper>spaghetti>strong cheese
C2287,234,0.09,2133,30,M,4,I1,YES,fresh tuna>red wine>spaghetti>mineral water>soup>bacon>pancakes>eggs>cooking oil
C2288,243,0.09,595,34,M,1,I2,YES,green tea
C2289,106,0.25,2201,27,M,4,I2,NO,chocolate>spaghetti>mineral water>milk>salmon>green tea>escalope>mushroom cream sauce
C2290,248,0.15,1030,49,F,1,I2,YES,mineral water>soup>avocado>green tea
C2291,208,0.07,644,55,F,2,I4,NO,turkey>red wine>frozen vegetables>ground beef>pancakes>pet food>protein bar
C2292,156,0.18,1381,41,F,4,I2,YES,shrimp>tomatoes>mineral water>soup>olive oil>chocolate>escalope>yogurt cake>green tea
C2293,80,0.1,1717,60,F,1,I1,NO,frozen vegetables>mineral water>cereals>sparkling water>energy drink
C2294,156,0.07,2495,60,F,0,I3,NO,mineral water
C2295,241,0.2,1775,21,F,3,I4,YES,cookies
C2296,238,0.19,1098,53,M,1,I2,YES,cookies
C2297,105,0.03,1141,54,F,3,I1,YES,shrimp>eggs>cake>french fries>mint>green tea
C2298,155,0.02,1752,56,M,3,I1,YES,chocolate>pepper>spaghetti>mineral water>nonfat milk>whole wheat rice>french fries>champagne
C2299,195,0.12,1981,22,M,0,I4,YES,cookies
C2300,138,0.23,2285,47,M,0,I2,NO,chicken>chocolate>champagne
C2301,213,0.12,2374,57,M,1,I3,NO,grated cheese>frozen vegetables>mineral water>soup>vegetables mix>pancakes>cooking oil>carrots>french fries>escalope>mint
C2302,193,0,1320,21,F,0,I2,NO,eggs>french fries>brownies>strawberries
C2303,66,0.25,1753,33,F,3,I1,NO,mineral water>salmon>eggs>cake>cauliflower>low fat yogurt
C2304,158,0.09,1971,21,F,1,I2,NO,eggs>whole wheat rice>frozen smoothie>low fat yogurt
C2305,116,0.21,976,21,F,3,I2,NO,bacon>eggs
C2306,200,0.02,838,34,M,1,I3,YES,eggs
C2307,66,0.05,1920,35,F,3,I3,NO,grated cheese>salmon>cake>champagne
C2308,167,0.18,1795,60,M,3,I1,NO,shrimp>spaghetti>mineral water>light cream
C2309,136,0.24,583,43,M,1,I4,NO,energy bar
C2310,171,0.04,679,25,F,2,I2,YES,fresh bread
C2311,239,0.08,2166,32,M,0,I3,YES,cookies
C2312,111,0.18,2077,44,M,4,I3,NO,french fries>strawberries>low fat yogurt>candy bars
C2313,92,0.09,2358,38,F,2,I3,NO,escalope>shallot>white wine
C2314,233,0.03,2066,52,M,1,I1,NO,burgers>grated cheese>herb & pepper>red wine>parmesan cheese>ground beef>spaghetti>avocado>eggs>clothes accessories>fresh bread
C2315,169,0.01,2372,44,F,3,I3,NO,burgers>escalope>salt
C2316,58,0.19,1331,55,M,3,I1,NO,eggs>cookies
C2317,141,0.11,2456,26,F,1,I2,NO,frozen vegetables>parmesan cheese>butter>carrots>oatmeal>green tea>hot dogs
C2318,179,0.22,1443,35,F,2,I4,YES,turkey>grated cheese>ground beef>mineral water>milk>nonfat milk>french fries
C2319,179,0.13,587,34,M,1,I2,YES,burgers>shrimp>whole wheat pasta>spaghetti>french wine>eggs>chocolate
C2320,177,0.25,1406,46,M,3,I3,NO,mineral water>eggs
C2321,200,0.19,2133,41,M,3,I1,NO,ground beef>tomato sauce>mineral water>meatballs>chicken>brownies>fresh bread>low fat yogurt
C2322,86,0.09,1099,53,M,0,I4,NO,burgers>eggs
C2323,128,0.05,651,47,M,2,I2,YES,frozen vegetables>light mayo
C2324,239,0.23,2419,42,F,0,I2,YES,red wine>frozen smoothie>cookies>champagne
C2325,169,0.01,1762,29,M,4,I1,YES,ham>mineral water>milk>french fries>babies food
C2326,196,0.18,2162,29,F,4,I2,YES,french fries
C2327,167,0.04,1085,46,M,4,I1,YES,turkey>honey>cooking oil>green tea
C2328,141,0.13,2333,35,M,4,I2,YES,spaghetti
C2329,241,0.04,1151,58,M,1,I3,YES,mineral water>frozen smoothie
C2330,84,0.18,1644,60,M,1,I2,YES,cake>low fat yogurt
C2331,249,0.09,2280,39,M,0,I3,YES,cookies>hot dogs
C2332,185,0.04,2030,30,F,1,I4,YES,cookies
C2333,212,0.03,2145,44,F,3,I2,NO,flax seed>green tea>honey
C2334,118,0.03,1118,43,M,0,I4,YES,fresh tuna>shrimp>frozen vegetables>mineral water>milk>olive oil>french fries
C2335,159,0.12,1125,42,F,3,I2,YES,chicken
C2336,69,0.14,750,58,F,2,I1,YES,grated cheese>ground beef>pepper>spaghetti>cooking oil>chicken>corn
C2337,213,0.01,1100,35,M,1,I2,NO,cake>french fries
C2338,58,0.08,1590,46,F,4,I2,NO,ham>pickles>honey>cottage cheese>green tea
C2339,239,0.2,1208,35,F,0,I3,NO,french fries>frozen smoothie>energy drink
C2340,240,0.05,2414,51,F,3,I2,NO,milk>chicken>eggs>pancakes
C2341,116,0.21,2314,48,M,4,I4,YES,olive oil>pancakes>cooking oil
C2342,137,0.25,1691,35,F,2,I2,NO,burgers>spaghetti>milk>chocolate>french fries>cookies>green tea
C2343,58,0.11,1041,32,F,1,I2,YES,cookies
C2344,84,0.02,1141,28,M,4,I2,NO,ground beef>spaghetti>candy bars
C2345,243,0.06,1639,45,F,1,I4,YES,cake>french fries
C2346,237,0.07,600,40,F,3,I2,YES,eggs>green tea>mushroom cream sauce>strawberries
C2347,118,0.22,1380,51,F,0,I2,YES,eggs
C2348,200,0.23,850,21,F,2,I1,YES,turkey>burgers>tomatoes>spaghetti>eggs>whole weat flour>pancakes
C2349,104,0.04,1833,59,F,0,I4,NO,burgers>milk>eggs>cake>clothes accessories>french fries
C2350,211,0.23,2051,40,F,2,I1,YES,pasta
C2351,172,0.12,2469,60,M,4,I4,YES,milk>eggs
C2352,245,0.24,2355,55,M,1,I3,NO,turkey>eggs>whole wheat rice>green tea
C2353,89,0.21,670,38,M,1,I4,YES,fresh tuna>grated cheese>spaghetti>mineral water>salmon>eggs>mashed potato
C2354,101,0.04,2246,30,M,3,I4,NO,pancakes
C2355,223,0.1,1714,21,F,0,I2,YES,escalope>low fat yogurt
C2356,59,0.07,2226,36,M,4,I2,YES,chocolate>shrimp>frozen vegetables>spaghetti>mineral water>olive oil>eggs>cake>light cream>yogurt cake
C2357,127,0.25,1276,46,F,1,I3,NO,strong cheese>tomato juice>low fat yogurt>green tea
C2358,63,0.25,1311,51,F,2,I4,YES,turkey>burgers>shrimp>ground beef>spaghetti>mineral water>milk>olive oil>salmon>honey>whole wheat rice>rice>burger sauce>french fries>hot dogs>protein bar
C2359,195,0.12,2141,34,M,3,I2,YES,tomatoes>escalope
C2360,207,0.17,1748,20,M,4,I3,NO,cookies
C2361,167,0.14,1540,35,M,4,I2,NO,grated cheese>spaghetti>french fries
C2362,240,0.2,830,40,F,4,I4,NO,cookies
C2363,90,0.18,1172,35,M,1,I4,NO,eggs>cake
C2364,102,0.14,2074,25,F,0,I3,YES,shampoo>babies food
C2365,138,0.15,2193,31,F,4,I1,NO,burgers>turkey>herb & pepper>shrimp>tomato sauce>light cream>cooking oil>pet food>chocolate
C2366,149,0.01,1646,51,M,4,I2,NO,eggs>french fries
C2367,63,0.18,1906,32,F,1,I1,YES,mineral water>cake>french fries
C2368,53,0.02,2415,28,M,2,I2,YES,herb & pepper>frozen vegetables>ground beef>mineral water
C2369,157,0.01,1969,58,M,1,I4,YES,fresh tuna>mineral water>pancakes>tea>chocolate>escalope
C2370,108,0.21,590,56,M,1,I4,YES,avocado>energy bar>muffins>french fries
C2371,63,0.17,1203,45,F,4,I1,YES,eggs>chocolate>escalope
C2372,113,0.1,1673,35,M,2,I1,YES,burgers>dessert wine>champagne>frozen smoothie>cookies>hot dogs>green tea
